id,Strength
5407,49.52598991844618
5408,19.69359397387477
5409,35.393670685007876
5410,47.84381892608381
5411,33.9275299193208
5412,37.59348695351661
5413,35.28617267915873
5414,19.99269643285645
5415,41.678477657378295
5416,39.824226590290145
5417,42.97046215438759
5418,51.99195998890503
5419,40.4303103037883
5420,46.11023521978165
5421,33.361518544986794
5422,20.52833703344252
5423,49.959906326937244
5424,47.46152187467496
5425,37.91832511493156
5426,52.69776330586163
5427,15.952375704385679
5428,17.890173816628113
5429,15.996275331402607
5430,27.039095016075915
5431,19.691532263796194
5432,46.49487275473536
5433,19.63829439089635
5434,40.631365806255786
5435,39.835061909059284
5436,36.35217883861563
5437,40.765457736104175
5438,32.994391729848296
5439,46.99754414958833
5440,36.49508443946444
5441,19.610626066737424
5442,38.35811021200525
5443,35.53898030770516
5444,36.0092641335839
5445,19.656694307480997
5446,40.00420290300852
5447,39.616783554859566
5448,16.399515370593228
5449,48.685519656392906
5450,40.18959853399318
5451,49.47295998238565
5452,21.225112709254823
5453,34.71695784918301
5454,36.47258777545977
5455,40.318190503728935
5456,36.49558049064474
5457,19.691532263796194
5458,36.546670525427444
5459,27.12657593668223
5460,33.42935745551325
5461,25.503746697887077
5462,21.21538670257085
5463,36.73965525176357
5464,36.34718538128993
5465,48.87800304766499
5466,43.151101265276786
5467,38.9952676362322
5468,15.65149131396708
5469,36.57169221074573
5470,16.35519767149215
5471,34.592195795009076
5472,27.991014630203782
5473,24.981989674347957
5474,50.49459851258466
5475,19.6518852022636
5476,46.55297036815673
5477,45.667027097282606
5478,36.000720199751356
5479,22.620297343318644
5480,39.34291863100008
5481,39.36111989165768
5482,36.536498311665625
5483,34.75219212463809
5484,40.08056086503726
5485,46.138250681469366
5486,48.690370456609536
5487,44.21546462878389
5488,39.852099378457275
5489,41.03514952041948
5490,40.08056086503726
5491,16.839774534904638
5492,46.64691733062853
5493,34.674691807189724
5494,40.22717877241042
5495,25.011709259000963
5496,38.32525105080097
5497,37.01240277186612
5498,39.896595595625826
5499,47.01622649807505
5500,38.48661213341732
5501,28.352894060460915
5502,40.37975732113524
5503,15.900494715367701
5504,50.822188437587165
5505,37.34514718226309
5506,39.97226517872403
5507,39.682029631319104
5508,35.263632431263346
5509,38.786807670562006
5510,49.061168779395366
5511,40.37963554980493
5512,19.69359397387477
5513,47.66346022815124
5514,14.926271512729882
5515,39.70529280758438
5516,48.685519656392906
5517,36.75317748309468
5518,38.9952676362322
5519,19.69359397387477
5520,46.49487275473536
5521,39.52340342346008
5522,34.44929170386297
5523,39.916082780313474
5524,14.931583456049715
5525,32.06447323389641
5526,14.84272582464952
5527,35.77345294939519
5528,27.10425091224251
5529,49.79582692926155
5530,40.15178730443136
5531,47.35813406254501
5532,55.84860814435303
5533,26.373627417607246
5534,48.1911996822073
5535,16.330816367349517
5536,46.78424289193079
5537,15.484945667196547
5538,39.52208848826328
5539,19.619931542423462
5540,18.582790605505085
5541,39.996360453401095
5542,20.432247184131587
5543,56.4474394740962
5544,19.656694307480997
5545,37.192876695411876
5546,40.00667003625024
5547,29.762087107317175
5548,32.47244882287112
5549,30.874342413102465
5550,35.355267724377356
5551,34.77929091877289
5552,16.32914888040909
5553,38.21195600735894
5554,15.351657362306696
5555,45.98270897374725
5556,36.34718538128993
5557,40.00420290300852
5558,20.07371488560553
5559,48.5475287438186
5560,17.890066161936833
5561,34.77929091877289
5562,46.63106943688883
5563,36.35217883861563
5564,40.07271841542983
5565,45.595953264240364
5566,34.065443488964426
5567,32.10756149460151
5568,46.60663584811512
5569,46.61744065345728
5570,34.31144517101866
5571,15.864002165716814
5572,19.717496622424125
5573,36.546670525427444
5574,38.156655286478234
5575,16.37485862037962
5576,35.267288048873155
5577,37.13663557600794
5578,36.477666694878124
5579,39.96151227677684
5580,35.56781458068132
5581,39.616783554859566
5582,22.63480801736496
5583,39.96151227677684
5584,42.933152017708174
5585,46.69227997511336
5586,20.106482000621252
5587,44.52663659502136
5588,19.48409972295444
5589,19.64943699209989
5590,44.99112987284566
5591,52.267952322568625
5592,39.814491204885655
5593,39.94361679151971
5594,39.616783554859566
5595,39.122076146746956
5596,50.33043471422307
5597,35.50527810896947
5598,45.87138930180789
5599,20.03495214806942
5600,15.636081623629977
5601,40.07271841542983
5602,39.925544254580096
5603,36.73073673063691
5604,32.64004125356518
5605,17.873132480539187
5606,36.0092641335839
5607,34.73946159927383
5608,47.927174737385
5609,36.01342130676939
5610,35.58596293239949
5611,34.499948222014375
5612,39.20505940400999
5613,19.707669268811916
5614,36.44602045085769
5615,34.77145615411094
5616,19.674850181666745
5617,40.37813950489621
5618,21.219190072339323
5619,19.696699113561174
5620,47.45689521087745
5621,25.431449692696937
5622,44.117580705044254
5623,20.014490521406188
5624,16.016563016145916
5625,34.674691807189724
5626,38.48661213341732
5627,52.267952322568625
5628,26.766935732672028
5629,42.147344064416004
5630,40.18175608438575
5631,54.3739296999245
5632,39.64980676724478
5633,36.686498109536416
5634,24.926090371668256
5635,15.597923681166487
5636,19.717496622424125
5637,34.419006710978294
5638,38.48661213341732
5639,38.52044895996617
5640,40.38246306195096
5641,19.64943699209989
5642,40.07271841542983
5643,19.459148778793793
5644,45.874299964244436
5645,46.48560193811047
5646,24.744665856511283
5647,39.70529280758438
5648,25.412669050188356
5649,37.842112618668715
5650,41.018454241921525
5651,36.0639674437871
5652,45.363645602770795
5653,36.686498109536416
5654,50.58901352511728
5655,35.04969066351741
5656,20.37016918160451
5657,39.58717091224507
5658,21.204916450349664
5659,19.639496235543255
5660,40.62273574044375
5661,38.413658412473346
5662,44.480709148470645
5663,35.44707621270643
5664,47.84381892608381
5665,46.49487275473536
5666,28.305170299096968
5667,15.816145078604134
5668,34.201005014375525
5669,18.443496016251384
5670,19.618430868476413
5671,35.73361573942716
5672,45.311967704917805
5673,16.32914888040909
5674,15.377021610094921
5675,19.696699113561174
5676,40.4303103037883
5677,40.08056086503726
5678,46.64691733062853
5679,19.610626066737424
5680,40.641365406141425
5681,28.29994341584948
5682,40.23502122201785
5683,38.21654497565888
5684,59.535353862581985
5685,41.51525384566679
5686,36.43387583999604
5687,39.96934791794557
5688,44.2136823048179
5689,46.64384001993773
5690,42.383729706144265
5691,46.52102498304469
5692,47.265543372389565
5693,40.4303103037883
5694,21.34272246779518
5695,34.14276156583834
5696,40.01610827407053
5697,34.62370952589789
5698,49.244299027438466
5699,49.60866436324946
5700,34.93232384898203
5701,25.853736386876772
5702,36.31642941308156
5703,17.873132480539187
5704,24.84833442908258
5705,46.4258759732633
5706,56.83575999259726
5707,52.267952322568625
5708,44.17956675371332
5709,47.52397160059969
5710,38.503230830643496
5711,25.340254716081585
5712,25.296612901584055
5713,46.49487275473536
5714,46.38030215614173
5715,19.703942879168636
5716,25.049533875946178
5717,36.040512728227654
5718,36.48403230233086
5719,36.353820861555256
5720,44.117580705044254
5721,49.02075531960719
5722,15.340938597933848
5723,46.8798214278756
5724,34.51666833472827
5725,35.621459394875636
5726,15.43142707486134
5727,45.363645602770795
5728,19.67255073870155
5729,39.96151227677684
5730,40.32603295333636
5731,47.952285763919924
5732,19.80721987093789
5733,41.008203250665545
5734,38.57452602142464
5735,27.142274453660956
5736,39.96934791794557
5737,19.63829439089635
5738,45.59742285794645
5739,49.42115037070948
5740,33.25355738229254
5741,25.412669050188356
5742,40.45802612473886
5743,20.844396089415664
5744,19.711956822347656
5745,40.4303103037883
5746,36.34268803297317
5747,46.931212514594144
5748,37.37135752941985
5749,40.25127055070616
5750,36.34538309016963
5751,25.877472616272357
5752,35.805395435628974
5753,25.170387822119594
5754,15.348151068600611
5755,58.08613485045116
5756,39.34291863100008
5757,40.318190503728935
5758,30.874342413102465
5759,36.41241081370701
5760,19.48409972295444
5761,36.62676061205388
5762,21.331157742895872
5763,19.711956822347656
5764,48.75526590518172
5765,16.32914888040909
5766,19.691532263796194
5767,24.971957472519115
5768,19.632677735556655
5769,40.35756695439847
5770,39.80166100846069
5771,16.174261534433494
5772,38.9952676362322
5773,15.393295963884677
5774,41.40127149886848
5775,39.64980676724478
5776,34.20563748990761
5777,45.21016741227189
5778,19.691532263796194
5779,38.81826168577746
5780,44.18914938423761
5781,15.545952898137223
5782,46.414657218488664
5783,38.90725353537832
5784,36.28908283428327
5785,46.64384001993773
5786,19.691532263796194
5787,40.15178730443136
5788,34.62277029462105
5789,48.99296848984872
5790,15.357205472024443
5791,19.69359397387477
5792,25.723971367857292
5793,16.32914888040909
5794,41.03085071675521
5795,40.4303103037883
5796,46.414657218488664
5797,40.23205595677653
5798,46.64924224189479
5799,19.84194466163707
5800,25.993524555251096
5801,25.79975598375844
5802,49.30457523639626
5803,45.129321353652415
5804,39.96151227677684
5805,36.07127717228411
5806,19.717496622424125
5807,38.56347832411247
5808,56.69898800070262
5809,34.20563748990761
5810,25.853736386876772
5811,34.11132268333579
5812,45.30089784134657
5813,46.7285983463141
5814,36.27591033563181
5815,34.62370952589789
5816,40.08056086503726
5817,46.29519904167185
5818,19.69359397387477
5819,41.142328255690956
5820,40.07271841542983
5821,34.80175695133321
5822,34.710772559979404
5823,34.99371500755474
5824,35.16110160549605
5825,45.33434892863161
5826,28.736800267140502
5827,19.69359397387477
5828,44.117580705044254
5829,19.69359397387477
5830,19.69359397387477
5831,39.9761503731911
5832,19.696699113561174
5833,48.12194566516675
5834,31.964248160207976
5835,39.616783554859566
5836,33.49646473726849
5837,35.51208029126041
5838,39.852099378457275
5839,19.711956822347656
5840,39.17117211037696
5841,49.03233598555431
5842,45.21016741227189
5843,36.34718538128993
5844,58.82774069464929
5845,27.12657593668223
5846,36.35217883861563
5847,39.078667738034106
5848,35.35416711441084
5849,39.9306723787173
5850,19.69359397387477
5851,28.24112395536742
5852,36.020030878123514
5853,45.89340041292547
5854,36.69054435734918
5855,19.66154790436249
5856,39.49699256929544
5857,38.48661213341732
5858,49.80861162306808
5859,19.93178692312027
5860,38.48661213341732
5861,45.21016741227189
5862,47.486310765350424
5863,34.62370952589789
5864,40.5311809380437
5865,25.303732697100376
5866,41.74523908336074
5867,45.007569917588135
5868,45.274698167615455
5869,15.446474085136163
5870,19.618430868476413
5871,36.31052965296914
5872,20.098677198882264
5873,34.80419257416076
5874,40.10127986217811
5875,18.967678574738663
5876,50.72781527042106
5877,47.702082671682405
5878,33.187164409541346
5879,19.60728191088532
5880,49.02075531960719
5881,16.36242191666223
5882,36.35217883861563
5883,48.94996876695563
5884,40.22682291030532
5885,36.71153280704623
5886,34.342823478256065
5887,34.77929091877289
5888,39.916082780313474
5889,36.49558049064474
5890,39.94836398716306
5891,49.94124524910467
5892,23.98777485904951
5893,48.64231101933171
5894,47.27714702721505
5895,40.44155017273767
5896,19.610626066737424
5897,56.62040324808299
5898,21.21538670257085
5899,46.29519904167185
5900,37.10199858053776
5901,14.945442600346341
5902,49.566048015261366
5903,36.9630645213849
5904,46.48347562153019
5905,31.286883299313
5906,44.117580705044254
5907,34.809767448808635
5908,34.62370952589789
5909,40.32603295333636
5910,45.89340041292547
5911,49.566048015261366
5912,40.32603295333636
5913,55.65823650489533
5914,40.32603295333636
5915,40.10537298246204
5916,19.824942256951402
5917,36.95623297746946
5918,35.98752602410969
5919,34.674691807189724
5920,39.96795206147858
5921,49.959906326937244
5922,39.895428641080294
5923,19.691532263796194
5924,40.22717877241042
5925,36.44764517674645
5926,36.37594138742235
5927,38.25112312681501
5928,38.48661213341732
5929,45.04044823488226
5930,17.170117614921313
5931,25.57603965335029
5932,24.34934983100069
5933,35.60251643641473
5934,50.60606134166795
5935,33.69535744535216
5936,40.19461892302626
5937,18.967678574738663
5938,52.0151271098338
5939,33.79593894974903
5940,38.9952676362322
5941,34.28836265923983
5942,45.28694791064436
5943,47.01732723441568
5944,46.9764754548556
5945,37.3383571561881
5946,36.64109998495234
5947,46.58290765255225
5948,40.57821151918612
5949,18.967678574738663
5950,45.59742285794645
5951,19.673132347211546
5952,44.37249157115096
5953,35.33590608658308
5954,46.64691733062853
5955,19.30679540206509
5956,37.02856392589197
5957,35.80601546578323
5958,16.114828629222572
5959,25.349315028280238
5960,40.318190503728935
5961,45.87138930180789
5962,19.622351680044503
5963,33.361518544986794
5964,43.56006122511715
5965,19.681860737636224
5966,36.39457760338273
5967,25.180892747074083
5968,38.19263540250215
5969,41.48774593016236
5970,23.144938458600905
5971,46.149469436244
5972,43.1818248929598
5973,39.72818326222548
5974,16.437711298626663
5975,19.69359397387477
5976,39.90274680534993
5977,40.32603295333636
5978,35.59514623653025
5979,17.869629374919477
5980,34.323912687974314
5981,20.52833703344252
5982,35.267288048873155
5983,28.24112395536742
5984,56.19615980438827
5985,40.07271841542983
5986,36.47258777545977
5987,39.96934791794557
5988,45.363645602770795
5989,16.218673538829123
5990,40.4303103037883
5991,46.42775767674519
5992,39.835061909059284
5993,41.9390618142618
5994,19.30679540206509
5995,36.0600332425274
5996,50.763232356006974
5997,19.942240823930366
5998,19.69359397387477
5999,19.48409972295444
6000,49.05256520432063
6001,43.1818248929598
6002,44.17956675371332
6003,28.986897654987686
6004,34.77929091877289
6005,28.873654425885626
6006,45.89340041292547
6007,19.69359397387477
6008,49.00236806745891
6009,34.56054592981385
6010,19.691532263796194
6011,15.073819012673386
6012,48.4790197462499
6013,48.64286148321873
6014,58.74272949983528
