id,Strength
5407,48.942074
5408,20.228765
5409,33.884872
5410,47.5856
5411,34.483887
5412,43.662075
5413,34.966095
5414,22.907482
5415,46.36119
5416,36.76322
5417,42.158333
5418,53.165592
5419,41.91678
5420,45.282036
5421,32.476265
5422,25.372839
5423,48.452545
5424,44.491016
5425,39.67543
5426,49.874687
5427,15.322101
5428,19.046091
5429,18.208439
5430,27.14493
5431,20.127953
5432,46.325222
5433,18.783384
5434,40.96916
5435,39.24422
5436,36.41245
5437,39.236874
5438,30.209679
5439,46.737896
5440,35.461735
5441,18.21177
5442,41.008003
5443,35.348457
5444,37.77128
5445,21.80052
5446,40.15632
5447,40.61121
5448,17.79632
5449,51.06809
5450,40.003613
5451,49.33477
5452,24.008064
5453,33.590508
5454,36.049545
5455,39.319984
5456,35.42326
5457,20.478624
5458,36.37015
5459,25.226986
5460,29.45684
5461,27.026268
5462,24.433195
5463,37.729813
5464,36.13167
5465,46.324276
5466,43.406387
5467,40.802246
5468,15.611373
5469,36.560375
5470,15.712004
5471,32.781876
5472,30.80332
5473,23.563892
5474,45.435055
5475,20.105064
5476,48.093662
5477,42.342068
5478,37.58605
5479,22.576769
5480,38.244503
5481,39.72541
5482,37.107445
5483,34.48193
5484,39.490406
5485,44.394863
5486,46.72837
5487,40.189953
5488,38.121838
5489,47.580013
5490,40.91267
5491,20.21808
5492,48.08092
5493,34.15638
5494,39.021343
5495,26.43025
5496,39.25995
5497,38.73797
5498,39.032635
5499,46.889736
5500,37.332108
5501,27.012386
5502,38.542892
5503,18.522337
5504,52.278122
5505,31.93357
5506,39.030903
5507,43.52731
5508,35.882835
5509,36.010193
5510,48.33528
5511,42.021805
5512,19.377462
5513,46.084587
5514,14.761163
5515,40.02783
5516,51.06809
5517,37.27518
5518,40.667866
5519,18.969952
5520,46.325222
5521,39.434242
5522,30.761797
5523,40.052788
5524,14.7019005
5525,31.414505
5526,15.575504
5527,36.46696
5528,29.079159
5529,49.33208
5530,39.336395
5531,47.068085
5532,53.522
5533,25.91315
5534,46.761078
5535,12.76116
5536,49.56278
5537,15.242874
5538,44.21094
5539,18.957354
5540,24.254171
5541,39.92159
5542,20.280027
5543,51.85269
5544,21.213596
5545,37.665283
5546,46.282238
5547,31.464752
5548,29.781958
5549,28.998919
5550,33.337017
5551,33.860485
5552,15.726038
5553,38.75949
5554,15.201163
5555,45.287495
5556,36.13167
5557,40.15632
5558,20.498384
5559,47.92759
5560,18.603365
5561,33.860485
5562,47.440216
5563,36.41245
5564,39.963036
5565,41.74786
5566,34.722595
5567,26.633957
5568,47.83242
5569,46.851517
5570,28.558435
5571,14.804719
5572,20.787876
5573,36.37015
5574,35.841187
5575,15.437783
5576,32.87088
5577,36.309048
5578,36.437542
5579,38.808826
5580,33.725746
5581,40.61121
5582,28.311602
5583,38.808826
5584,43.633793
5585,48.726917
5586,21.16143
5587,42.47483
5588,20.43143
5589,18.591175
5590,41.845238
5591,50.95258
5592,39.907093
5593,39.67305
5594,40.61121
5595,39.734493
5596,51.4915
5597,34.68213
5598,45.903313
5599,19.546947
5600,15.520282
5601,39.968212
5602,40.49426
5603,37.881
5604,37.270153
5605,19.336678
5606,37.77128
5607,31.651855
5608,43.556927
5609,36.62592
5610,35.394657
5611,35.466606
5612,38.59168
5613,20.375862
5614,36.008053
5615,32.390133
5616,18.417667
5617,40.85835
5618,23.722837
5619,19.325111
5620,49.249237
5621,27.211342
5622,47.764294
5623,20.592426
5624,16.727312
5625,34.15638
5626,37.332108
5627,50.95258
5628,27.304998
5629,42.48365
5630,39.134846
5631,52.18824
5632,39.19327
5633,36.824276
5634,26.536312
5635,18.255058
5636,20.787876
5637,35.295116
5638,36.825775
5639,39.928844
5640,38.708065
5641,18.591175
5642,38.61095
5643,22.2906
5644,44.43014
5645,46.537918
5646,25.597307
5647,40.02783
5648,27.006506
5649,35.89944
5650,39.48795
5651,38.290016
5652,43.626465
5653,36.824276
5654,57.2741
5655,33.62521
5656,22.026453
5657,42.869244
5658,23.377111
5659,20.099112
5660,39.047997
